"actorenId","actorenName","actorenComment"
"10648/b5513d8c-a5ab-406e-ae64-156142c62c42","N.V. Nederlandse Spoorwegen (VenW, Financiën)","1937"
"10648/1524ad58-0971-4317-9971-70cd3cbd35cd","Spoorwegpensioenfonds (VenW)","1975-1993"
"10648/7159eae4-efbc-465a-80a7-2dcad91d08ab","Onderzoeksinstituten LNV (LNV)","1939-1989"
"10648/562e54dc-6330-4e00-8c86-b286879b98bb","Jachtraad (LNV)","1954-1994"
"10648/15803932-c86a-4f17-81da-ac949292b638","Commissie voor Natuurbeschermingseducatie (CRM, LNV)","1951-1991"
"10648/ff1cba95-d04b-40b6-b7fe-acc6ccebe409","Nederlandse FAO-Commissie (LNV)","1971-1979"
"10648/339f1ac1-d4a8-4364-a2bd-7bf3bce89375","Directoraat-Generaal Agro (EZ)","2011"
"10648/39943a4c-865e-4fe6-bed1-700db59655fa","Directoraat-Generaal Natuur en Regio (EZ)","2011"
"10648/eceff7ac-3d11-43c2-9448-c110fa38f6d9","Directoraat-Generaal Uitvoering (EZ)","2011"
"10648/590ad4c3-64e8-4dad-96e6-1790faf39a26","Directie Dierlijke Agroketens en Dierenwelzijn (EZ)","2011"
"10648/59a77ec1-7c72-4e34-a2c9-230b4a59dfac","Directie Plantaardige Agroketens en Voedselkwaliteit (EZ)","2011"
"10648/d449956f-f9c0-4d27-9c7e-518b5aef5f07","Directie Europees Landbouwbeleid en Voedselzekerheid (EZ)","2011"
"10648/20dee673-b2ba-48bd-a05f-4c878636dcad","Directie Agrokennis (EZ)","2011"
"10648/d637709f-0667-47b3-ba73-7dcbd2ff5db1","Directie Natuur en Biodiversiteit (EZ)","2011"
"10648/fce1b948-eb23-40d5-8878-1d3bf67d235b","Directie Regio en Ruimtelijke Economie (EZ)","2011"
"10648/7857a3eb-6020-442f-a021-2baf593c7642","Programmadirectie Juridisch instrumentarium Natuur en Gebiedsinrichting (EZ)","2011"
"10648/6ba6318e-5859-4d24-a820-a2d6279e7e5d","ProRail B.V. (VenW)","1995"
"10648/568d1729-daf4-4475-ae16-8f2c2ee90c01","Autoriteit Consument en Markt (EZ)","2013"
"10648/d2af1292-172a-43b5-abac-806c40a442d2","Consumentenautoriteit (EZ)","2007-2013"
"10648/0da70071-5c33-4c50-a0c7-9a463f81eb8d","Onafhankelijke Post en Telecommunicatie Autoriteit (EZ)","1996-2013"
"10648/5d4f7d21-e691-49ee-babc-57b62b7a2ab4","Nederlandse Mededingingsautoriteit (EZ)","1998-2013"
"10648/d3dc223a-61f8-4c80-9783-6131c0f108bf","Directie Lucht en Energie (VROM)","1995-2000"
"10648/d61337b0-1ec2-413b-9212-a1bc88b1940f","Adviescommissie voor het Auteursrecht (Justitie)","1953-1983"
"10648/b218bf1b-800f-4dc2-a717-adf6b9f53f18","Inspectie van het Onderwijs (OenW, OCW)","1992"
"10648/d9b53449-3dd7-4730-bdfd-01e4654b638b","Directie Onderzoek en Wetenschapsbeleid (OenW, OCW)","1992"
"10648/02587d16-997b-4191-8329-168c6c9480fc","Directoraat-Generaal Europese Samenwerking (BZ)","1958"
"10648/a212ee4e-5b41-4642-b14b-fe4eef8ecd3f","Directoraat-Generaal Politieke Zaken (BZ)","1950"
"10648/53b58280-b59c-4fa2-89d9-15b2762dd545","Directoraat-Generaal Internationale Samenwerking (BZ)","1964"
"10648/a67cd809-e8c1-4182-865b-14cbf614b350","Directeur-Generaal Consulaire Zaken en Bedrijfsvoering (BZ)","2011-2013"
"10648/e7dbdcc8-fdc7-466d-941c-441d3e034541","Directoraat-Generaal Regiobeleid en Consulaire Zaken (BZ)","2001-2008"
"10648/e80ce607-b567-475b-860a-5b9ced66887a","Directoraat-Generaal Regiobeleid (BZ)","1996-2001"
"10648/239f08e2-a956-4e57-a04d-5fc6dce0157d","Bureau Secretaris-Generaal (BZ)","1999"
"10648/e86489e9-d11b-4154-a715-914952f25e34","Directie Integratie Europa (BZ)","1958"
"10648/521eeb32-d8ed-4768-bb66-ed9c019aa4cf","Directie Europa (BZ)","2011"
"10648/f3d6c5ca-382c-4e71-9f38-80ca6c0e7804","Directie West- en Midden-Europa (BZ)","2001-2011"
"10648/946ac92b-a28b-4dca-bb6e-a27e25364a93","Directie Zuidoost-en Oost-Europa en Uitvoering MATRA-programma (BZ)","2001-2011"
"10648/b27e318b-8ff1-4144-ab40-e300060731c2","Directie Europa (BZ)","1950-2001"
"10648/d17d78c1-2fee-41c4-af5f-f2433ed7239b","Directoraat-Generaal voor Energie, Telecom en Mededinging (EZ)","2011"
"10648/89bfd511-d1c2-448c-80ce-7b7c62d30fe6","Directoraat-Generaal Bedrijfsleven en Innovatie (EZ)","2012"
"10648/dd68a0c2-262f-4a5b-8bfd-d635de25d365","Directie Algemene Economische Politiek (EZ)","1975"
"10648/f938b4f7-ccea-49ef-aa89-1097b6bfa0ac","Directie Bureau Bestuursraad (EZ)","2010"
"10648/fd36b6c6-432b-4e7a-a484-009667ce5c74","Directie Financieel-Economische Zaken (EZ)","2010"
"10648/c44b1fdc-2cd0-4cad-b766-65e85e7f302a","Directie Communicatie (EZ)","2010"
"10648/de66630b-c3be-40f7-ac71-9548467fd51d","Directie Wetgeving en Juridische Zaken (EZ)","2010"
"10648/d1bb47f6-ad44-43e0-b1e0-68de365cef73","Directie Westelijk Halfrond (BZ)","1950"
"10648/ca3c78f6-58f0-47eb-a947-9fdf287a3f1b","Directie Azië en Oceanië (BZ)","1950"
"10648/76727622-56ab-4e85-8291-9e597ab97afd","Directie Bedrijfsvoering (EZ)","2010"
"10648/a016ab71-1db6-4ac9-9881-8841cb2d00ff","Directie Energie en Duurzaamheid (EZ)","2006"
"10648/2b321759-982a-428a-9d1b-cd15b9344683","Directie Energiemarkt (EZ)","2001"
"10648/ea4bb87f-84f7-48dc-9170-d1ba6f009ccf","Directie Telecommarkt (EZ)","2007-2010"
"10648/423834b8-8d04-4841-8844-f3b2d70e3f56","Directie Mededinging en Consumenten (EZ)","2011"
"10648/46abdd24-d318-49eb-b9d4-db404a32de7a","Programmadirectie Nucleaire Installaties en Veiligheid (EZ)","2012"
"10648/0ed0bb76-bb5a-4bc3-8098-521822ee038b","Directie Innovatie en Kennis (EZ)","2012"
"10648/e8db300c-33f6-4753-8fa0-8fbc01b12710","Directie Topsectoren en Industriebeleid (EZ)","2012"
"10648/2e447edf-2b12-46e2-9850-c65b4df9b6c6","Directie Ondernemerschap (EZ)","2004"
"10648/4c4d8d51-416e-46cf-afb7-ff02477e3018","Directie Regeldruk en ICT beleid (EZ)","2012"
"10648/bf54fa2b-c7a5-477e-8bda-99214e6ab785","Programmadirectie Biobased Economy (EZ)","2012"
"10648/7c459da1-47e7-4bc2-b2ce-198fc7d7c317","Directoraat-Generaal voor Internationale Betrekkingen (EZ, BZ)","2011-2012"
"10648/ad57ca68-b7a1-4102-a692-5c4251349471","Directie Sub-Sahara Afrika (BZ)","1996"
"10648/a488b4b3-f302-48d6-ad1a-228ec61ea6d6","Directie Noord-Afrika en Midden-Oosten (BZ)","1996"
"10648/c6750388-2238-4338-ad01-0e4fd634013f","Directie Afrika en Midden-Oosten (BZ)","1950-1996"
"10648/c15e594b-8a2a-46bb-89fc-f4ae7555b570","Secretariaat Actal (EZ)","2012"
"10648/1e9ddd5a-3a85-4439-a6f0-abf5f704eb03","Directie Veiligheidsbeleid (BZ)","1996"
"10648/e546a21d-f910-47e1-841e-b877d2e92203","Directie Europese Integratie en Strategie (EZ)","1987-2007"
"10648/a6489e54-e2af-42fb-b497-ae7dbcc04ea6","Directie Atlantische Samenwerking en Veiligheidszaken (BZ)","1958-1996"
"10648/4b6d6bc6-15d3-4927-b358-a7fccc87b336","Directie Politieke VN-Zaken (BZ)","1986-1996"
"10648/f95264f8-b5b8-45da-a1e0-eca065e2c871","Directie Internationale Organisaties (BZ)","1950-1996"
"10648/dc559bc9-6a45-48b7-9ed3-de4e9865d114","Directie Verenigde Naties (BZ)","1996-1999"
"10648/d7546a85-941b-45a0-8c29-06b65e01e4e1","Professioneel en Innovatief Aanbesteden, Netwerk voor Overheidsopdrachtgevers (EZ)","2001"
"10648/da3713b2-e457-4fc3-848a-2110f097e4dc","Directie Verenigde Naties en Internationale Financiële Instellingen (BZ)","1999-2012"
"10648/8c8ff671-7cea-438f-bb62-40ffd9590cbe","Dienst ICT Uitvoering (EZ)","2010"
"10648/68e14a4a-a41c-491b-8a3c-50c279793c9c","Directie Multilaterale Instellingen en Mensenrechten (BZ)","2012"
"10648/0548a35e-fa8d-4d35-b601-bd7d24085e35","Directie Mensenrechten, Emancipatie, Goed Bestuur en Humanitaire Hulp (BZ)","2008-2012"
"10648/c6c7e43d-cdf1-4a38-9fa2-add1a9135861","Staatstoezicht op de mijnen (EZ)","1975"
"10648/9aaf1005-16ac-4416-974b-a23820da1e0a","Directie Mensenrechten, Goed Bestuur en Democratisering (BZ)","1996-1999"
"10648/90199bb9-b704-403e-9725-a93f747c1e06","Directie Crisisbeheersing en Humanitaire Hulp (BZ)","1996-1999"
"10648/06af623d-ed42-490f-874e-1d48a90a3d27","Directie Multilaterale Ontwikkelingsfinanciering en Macro-economische Aangelegenheden (BZ)","1996-1999"
"10648/9641e477-130b-4349-9c82-c44446463216","Bureau Centrale Bestuursondersteuning (EZ)","2011"
"10648/cb8bacf0-1e0e-4ee5-b756-ac6c86ae34c1","Centraal Planbureau (EZ)","1945"
"10648/786238e1-952c-4461-a80a-1729bf2a67aa","Agentschap Telecom (EZ)","2002"
"10648/b56e0b75-9508-441b-ac24-b8dbccd97ccb","Programmadirectie Economische Diplomatie en Transitie (EZ, BZ)","2011-2012"
"10648/fe5dfacf-97bb-4ba2-b946-cc76d1240924","Directie Internationale Marktordening en Handelspolitiek (EZ, BZ)","2010"
"10648/6397da66-340b-4a93-b88d-94a5d1dad602","Directie Internationaal Ondernemen (EZ, BZ)","2004-2012"
"10648/f99467dc-bcf4-4e17-af8b-85ef7a03d8ed","Centraal Bureau voor de Statistiek (EZ)","1899"
"10648/727db70d-91e6-45b4-b13e-8f5cc0d327be","Keuringsinstanties als bedoeld in artikel 10.3 Telecommunicatiewet (EZ)","1995"
"10648/9036bb94-a157-4ac7-bdc5-dde14ac0156a","Programmadirectie Kerncentrale en Veiligheid (EZ)","2011-2011"
"10648/c74898f7-5395-4756-b9d1-81a37931593a","Centrale Commissie voor de Statistiek (EZ)","2003"
"10648/ec6096e3-5915-4b6f-95e7-ed332916ed35","De in het kader van Metrologiewet artikel 11 en 12 erkende keurders en aangewezen instanties (EZ)","1997"
"10648/af5f4b06-8851-4aaf-9960-cac476f10f3c","Directeur-generaal van de Statistiek (EZ)","1899"
"10648/604e50c6-e910-4ce8-b873-9c93d30cf7d2","Kamers van Koophandel en Fabrieken (EZ)","1921"
"10648/953e3526-38ec-45f2-bdbe-94080d6ae65e","Bureau van de Plaatsvervangend Secretaris-Generaal (BZ)","1996-1999"
"10648/8bfb7a6c-6ba6-430f-b7a3-b84456e7a014","Stafeenheid Strategische Beleidsoriëntatie (BZ)","1996-1999"
"10648/9eb6b104-5ae3-45f7-b9ae-6d087bc42be5","Eenheid Strategische Advisering (BZ)","2002"
"10648/d2daa0ac-39fe-4fc9-8208-1be19df2fe43","Directie Klimaat, Energie, Milieu en Water (BZ)","2009-2014"
"10648/7b7e8382-e3b0-4814-b87c-215119b49927","Raad voor Accreditatie (EZ)","2010"
"10648/723566cd-3943-4821-991d-61f7684970b3","Raad voor plantenrassen (EZ)","2006"
"10648/0e0f42c6-a566-4818-ad83-405566877b61","Directie Milieu en Water (BZ)","1996-2009"
"10648/393db823-14dd-4419-8510-9a11c16c8ee9","Directie Economische en Ecologische Samenwerking (BZ)","1962-2009"
"10648/ae3ab9eb-4a43-4ea6-934f-adcc72eb6360","Eenheid Internationaal Cultuurbeleid (BZ)","2009"
"10648/55b16bb8-9207-40ee-948d-61963735f3d5","Stichting Bloembollenkeuringsdienst (EZ)","1979"
"10648/c2b0f06e-c6af-416b-b11f-88b8430bf391","Stichting Centraal Orgaan voor Kwaliteitsaangelegenheden in de Zuivel (EZ)","1992"
"10648/35e012be-8b69-4493-9b1e-587bdef313cc","Stichting Kwaliteitscontrolebureau Groente en Fruit (EZ)","1998"
"10648/635d31e5-538f-4c61-80e4-eb1c77141eea","Stichting Nederlandse Algemene Keuringsdienst voor Zaaizaad en Pootgoed Landbouwgewassen (EZ)","1932"
"10648/78769ac5-4948-4000-b9ec-89fd1628158d","Stichting Nederlandse Algemene Kwaliteitsdienst voor de Tuinbouw (EZ)","2000"
"10648/e0bc871d-bdc2-4f86-b95a-b9a3814b2e89","Stichting SKAL (EZ)","1993"
"10648/12c26456-9be1-4655-8c3f-9d9710d37cf4","Directie Culturele Samenwerking, Onderwijs en Onderzoek (BZ)","1996-2009"
"10648/a8a16091-a548-4d96-8cb9-1e2e1fe1e772","Verispect BV (EZ)","1998"
"10648/b425264c-7cdf-48c1-9751-96f829888b8f","Stichting Centraal Orgaan Voorraadvorming Aardolieproducten (EZ)","1978"
"10648/bb9b7be8-d6a6-4058-9a02-170efec5e9a5","Energieonderzoek Centrum Nederland (EZ)","1955"
"10648/39ff664d-9319-4b64-9730-213d12a6f716","Directie Culturele Samenwerking en Voorlichting Buitenland (BZ)","1989-1996"
"10648/44b04ab0-df8f-4145-940d-db72d9f28f74","Gegevensautoriteit Natuur (LNV, EZ)","2006"
"10648/caed8f33-365a-4d36-9d94-34039cfdeb1f","Kenniscentrum Maatschappelijk Verantwoord Ondernemen (EZ)","2003"
"10648/420612e4-fcb0-4370-9d5e-f4c11632f4ec","Stichting Landelijke Inspectiedienst Dierenbescherming (LNV, EZ)","1985"
"10648/1e671410-f0b4-40aa-890d-03e1db546f21","Maritiem Research Instituut Nederland (EZ)","1929"
"10648/5b067716-7001-4846-8012-d1aac197eb0c","Ambassadeur Internationale Culturele Samenwerking (BZ)","1981-1989"
"10648/469072dd-65b5-405b-ab61-e6e9ae97f343","Directie Culturele Samenwerking en Voorlichting Buitenland (BZ)","1967-1981"
"10648/4647fa6f-afab-4938-98bb-90d0f80367f7","Nationaal Groenfonds (EZ)","1994"
"10648/9f93f34e-9c0b-47c3-be65-8e4f46007926","Directie Voorlichting (BZ)","1981-1989"
"10648/7c011b2a-68c1-420b-aceb-9de49d4d1ec1","Voorlichtingsdienst Buitenlandse Zaken (BZ)","1989-1996"
"10648/0be86268-cd7a-4582-bcbf-1418fc747a54","Syntens Innovatienetwerk voor ondernemers (EZ)","1998"
"10648/56172f4c-c41f-498d-8f32-cc4984bc69cf","Voedingscentrum Nederland (EZ)","1997"
"10648/0900fa1e-d61e-4903-bd06-617b017ab2f6","AOC Raad (LNV, EZ)","1965"
"10648/828f473d-7a84-48fa-a3ed-71fb2135126b","WaarborgHolland (EZ)","1986"
"10648/58858f5f-e30a-4f4f-a037-cddc71e58a35","Examinerende instanties als bedoeld in artikel 19 van de Examenregeling frequentiegebruik 2008 (EZ)","2008"
"10648/627895bf-c0db-4c49-ae85-80f640dc5a7f","Directie Perszaken en Nieuwsvoorziening (BZ)","1967-1981"
"10648/2c04caba-658f-47e5-a941-2026b826b654","Voorlichtingsdienst Ontwikkelingssamenwerking (BZ)","1967-1981"
"10648/4e63b927-6598-4faa-ba30-eca0784e7060","Directie Voorlichting Buitenlandse Zaken (BZ)","1996-1999"
"10648/ac1addb6-cb0a-463c-83a5-307f9db7cc28","Reconstructiecommissie Midden Delfland (VRO, VROM, LNV, EZ)","1977-2012"
"10648/a8d66ce6-66bc-4be8-94d7-cbc4d8fe30be","Directie Voorlichting Ontwikkelingssamenwerking (BZ)","1996-1999"
"10648/265c784d-6d8d-43cd-9378-520a547acff1","Directoraat-Generaal voor Ondernemen en Innovatie (EZ)","2004-2011"
"10648/b630df42-481e-4472-93a3-93613cb1a7df","Hoofddirectie Dienst Buitenlandse Zaken (BZ)","1985-1999"
"10648/e4a2237b-dc1f-419c-963b-e90b7f0fa140","Directoraat-Generaal Economische Politiek (EZ)","2004-2010"
"10648/6ddb8602-12f3-4e96-afae-bb6fd76fc060","Hoofddirectie Personeel en Organisatie (BZ)","1999"
"10648/813516c6-8b66-4183-8e52-7ae7285403cf","Directie Communicatie (BZ)","1999"
"10648/8638db19-deee-42a5-9a58-03de4afa22c8","Directie Particuliere Samenwerking en Internationaal Onderwijs (BZ)","1980-1996"
"10648/738929de-1a91-4889-86ef-746d4fbdb501","Directie Internationale Technische Hulp (BZ)","1964-1980"
"10648/7d91ecbd-56f2-4f5d-b867-703a9aecf622","Directie Raad van Europa en Wetenschappelijke Samenwerking (BZ)","1961-1996"
"10648/a9d4012f-263d-4c42-805a-853f3f026301","Directie Coördinatie Speerpuntprogramma’s en Technische Advisering (BZ)","1985-1996"
"10648/e3334863-9263-4a6d-8441-5e1da2e4881d","Directoraat-Generaal voor Industrie (EZ)","1975-1985"
"10648/98cd65e2-4775-4618-9f9e-9e3ce283e44c","Directoraat-Generaal Prijzen, Ordening en Regionaal Beleid (EZ)","1975-1984"
"10648/8349cc61-1246-4b94-afd8-b561946851f7","Directoraat-Generaal voor Handel, Ambacht en Diensten (EZ)","1975-1984"
"10648/ee8e53a3-0a63-40ed-a40a-d38ddb4dcdb3","Directie Sociale Ontwikkeling (BZ)","1996"
"10648/97966d5d-5f7f-42fe-83fe-98c4ee5b6326","Directoraat-Generaal voor Energie (EZ)","1975-2000"
"10648/b02207ed-1fbb-411a-95de-a5b60af24461","Directie Communicatie (EZ)","1975-2010"
"10648/70e672f9-1946-4b27-b22c-38f2cbbbea8f","Directie Financiering en Deelnemingen (EZ)","1975-2000"
"10648/a71df9db-ceff-4eba-b04f-e36e1ebef938","Directie Multilaterale Financiële Ontwikkelingssamenwerking en Speciale Programma's (BZ)","1983-1986"
"10648/14795cd0-5662-4921-9f7a-d66e5d50feee","Directie voor Exportbevordering en Economische Voorlichting (EVD) (EZ)","1975-2010"
"10648/cd67ad42-46a8-4834-abca-3f72146a8edd","Directie Multilaterale Ontwikkelingssamenwerking en Speciale Programma's (BZ)","1986-1996"
"10648/42923000-0710-4d97-9a01-920109022617","Directie Ontwikkelingssamenwerking Azië en Algemene Financiële Aangelegenheden (BZ)","1980-1983"
"10648/2714cc1d-4c27-47af-8bbb-b923d7aef2f6","Directie Ontwikkelingssamenwerking Azië (BZ)","1983-1996"
"10648/d9356215-78b4-4d4c-9b4f-2be35081a8a2","Directie Personeelszaken (EZ)","1975-1985"
"10648/7058b9e6-c504-400f-808b-a4d5ea23cf18","Materieel en Huishuisvesting (EZ)","1975-1983"
"10648/fcb6f625-34c0-4a0d-8d70-5a3a2c4cbd71","Bijzondere Aangelegenheden (EZ)","1975"
"10648/6933670c-3aae-4cbe-8b62-909a21cbc6d9","Directie Financieel-economische Ontwikkelingssamenwerking (BZ)","1964-1980"
"10648/bf6305f7-a027-4435-a6f3-7e507c66f465","Accountantsdienst (EZ)","1975-2003"
"10648/e6cfca94-859c-4c11-9d74-8975aff71676","Directie Bilaterale Zaken (EZ)","1975-1986"
"10648/220ce9d3-2dde-4f2b-9901-67664fc51cf4","Directie Economische Samenwerking met Ontwikkelingslanden (EZ)","1975-1986"
"10648/bdb75c3b-24f1-482c-a692-ba2d195ff863","Directie Integratie (EZ)","1975-1986"
"10648/7f6b4e6f-93a7-4069-85b5-0264ad3c33e9","Directie Multilaterale Zaken (EZ)","1975-1986"
"10648/64b411fb-cae2-4dea-a96b-d1e039c077da","Algemeen Secretariaat DGBEB (EZ)","1975-1991"
"10648/3b0c81d4-0a99-40f7-a3b3-9e6a4c52296a","Administratieve Zaken en Interne Controle (EZ)","1975-1977"
"10648/827ec4bc-d964-4f4d-9850-16d07779d984","Commissariaat Militaire Produktie (EZ)","1975-2000"
"10648/3dfe92e6-76b5-4289-a8a0-da442b1c3e1b","Directie Algemeen Industriebeleid (EZ)","1975-1991"
"10648/0c410914-8774-42b8-9178-19e259caa230","Directie Industriële Structuur en Bedrijfsaangelegenheden (EZ)","1975-1983"
"10648/fdc77f6a-3a69-4000-ba8a-d5bb85d2d160","Directie Industriële Research en Structuur (EZ)","1975-1987"
"10648/b29f6394-8a3f-43c4-9777-0761082721c3","Directie Chemische en Lichte Industrie (EZ)","1975-1979"
"10648/49509505-2736-4113-92fc-83eaba0c49e8","Directie Metaal en Bouwindustrie (EZ)","1975-1979"
"10648/668b3f94-4fa6-45a0-a77c-0e5f09453ecd","Directie Prijzen (EZ)","1975-1984"
"10648/d8fc7bc3-1342-41d9-883e-47909d5909bf","Directie Mededinging en Fusies (EZ)","1975-1986"
"10648/392f38e5-f0fe-4119-8660-fa07f4151d89","Directie Consumentenbeleid (EZ)","1975-1986"
"10648/342e8ef1-3f2f-4f7e-be86-ef757dd18a24","Directie Regionale Economische Politiek (EZ)","1975-1991"
"10648/1ffd6f44-9689-4bf8-bef7-270723afaadc","Directie Gas (EZ)","1975-1991"
"10648/09ba8856-01fc-4431-bb85-e44713dc7aed","Directie Elektriciteit (EZ)","1975-2000"
"10648/0ae98b60-7eb7-41ba-b13b-40abc58cc044","Directie Mijnwezen (EZ)","1975-1978"
"10648/1d16bcec-d1d9-429c-ad49-3b079e5284af","Directie Kolen en Aardolie (EZ)","1975-1978"
"10648/ffa0f275-f4c8-481b-aa9f-ed7796c75ca2","Directie Ontwikkelingssamenwerking Afrika en Midden-Oosten (BZ)","1980-1996"
"10648/242232a8-9b07-4e02-9027-0094d67218ff","Directie Ontwikkelingssamenwerking Latijns-Amerika (BZ)","1980-1996"
"10648/c791caef-c51c-4bad-9a57-3d6153a2ca6e","Directie Energiebeleid (EZ)","1975-1982"
"10648/85d9d217-5ac5-4105-ad22-64a8d201e45e","Economische Aangelegenheden en Integratiezaken (EZ)","1975"
"10648/99e55444-4d6d-4e6a-af8d-f018787e7c1d","Directie Bedrijfssectoren en Financiële Aangelegenheden (EZ)","1975-1978"
"10648/b7bc1ec2-b96f-4957-8715-5d6b2f2f78fa","Directie Ordelijk Economisch Verkeer en Onderwijs (EZ)","1975-1986"
"10648/a143df5e-087f-434c-b515-7479feb965be","Internationale Aangelegenheden en Bijzondere Opdrachten (EZ)","1975-1978"
"10648/022b6e53-42d5-49f1-903c-652f8c3789d4","Gewestelijke Aangelegenheden en Voorlichting (EZ)","1975-1978"
"10648/6f415887-67f8-4646-8c75-44bff8739dce","Directie Ontwikkelingssamenwerking Suriname (BZ)","1975-1980"
"10648/5e15ff63-0d72-46ab-9b04-13da850ce31d","Directie Duurzame Economische Ontwikkeling (BZ)","2002"
"10648/be67b8b2-e9a6-4457-986a-0a6a734a61d3","Directie Rurale en Urbane Ontwikkeling (BZ)","1996-2002"
"10648/0037f0a8-c5b8-4871-9b3b-f5c0447ce127","Directie Ontwikkelingssamenwerking en Nederlands Bedrijfsleven (BZ)","1996-2002"
"10648/090af82e-d036-4a2b-b2d0-af7172492d51","Directie Effectiviteit en Coherentie (BZ)","2005-2012"
"10648/745b5ddf-e3aa-4e8a-918e-04b889cf470e","Rijksnijverheidsdienst (EZ)","1975-1988"
"10648/f195823a-63f0-493c-8804-95eeab2bd557","Technisch Wetenschappelijke Attaché's (EZ)","1975-1983"
"10648/51ffa90e-bb77-4ce7-812a-779e490ab410","Economische Controledienst (EZ)","1975-1999"
"10648/0b3f8d0d-9b7f-4edf-aa0b-31516623d484","Dienst van het IJkwezen (EZ)","1975-1986"
"10648/2eb8744e-064c-4678-b077-dde6ffe206b0","Directie Financiën (EZ)","1975-1997"
"10648/36ef1241-4d48-451b-b7b7-a72b34f64065","Afdeling Informatie Management (BZ)","2000-2005"
"10648/5247ec64-c7e9-4759-a42c-3817a6c3d0cb","Bureau DGIS (BZ)","1996-2000"
"10648/8f58cac2-6d16-4260-bd74-6e2cb6f7a219","Projectgroep Monitoring en Evaluatie (BZ)","2001-2004"
"10648/5135d234-8ea4-40bb-a902-b6fe164b6c1a","Directie Stabiliteit en Humanitaire Hulp (BZ)","2012"
"10648/0e4890a5-c394-452c-80b7-4f3501852933","Eenheid Fragiliteit en Vredesopbouw (BZ)","2008-2012"
"10648/bba480cd-c49c-44f8-a351-2cbcadd3e2f4","Directie Mensenrechten en Vredesopbouw (BZ)","1999-2008"
"10648/8588d962-54c7-492b-bddd-1f82cbe8c40f","Directie Consulaire Zaken en Migratiebeleid (BZ)","2008-2014"
"10648/aede2be3-015b-4bc7-91cc-84bcbfbb320a","Directie Consulaire Zaken (BZ)","2002-2008"
"10648/225a2ffb-55c7-4de5-a3da-a43f9dd7066d","Directie Personenverkeer en Vreemdelingenzaken (BZ)","2002-2008"
"10648/db199453-1ed0-4873-a701-50cea3e5db26","Directie Personenverkeer, Migratie en Consulaire Zaken (BZ)","1996-2002"
"10648/c17512f0-6e68-4328-ade3-91ac627315a6","Centrale Dienst voor In- en Uitvoer (EZ)","1975-1996"
"10648/6356ae6c-f175-4fbd-b1c7-a352e8398090","Rijks Geologische Dienst (EZ)","1968-1997"
"10648/d75f05b7-79d4-4575-8294-a9dd3e5b6d93","Directie Algemene Zaken (BZ)","1950-1996"
"10648/cf27910a-975a-4cf9-b7a7-f53276262f26","Auditdienst (EZ)","2004-2010"
"10648/0c018265-e310-4377-b587-dc62d16fad6a","Nederlandse Ontwikkelingsorganisatie SNV (BZ)","1965-2002"
"10648/23567773-e41f-4965-99d2-0a2fb4773c7e","Directie Documentaire Informatievoorziening (BZ)","1991-2011"
"10648/9bbe4efa-7252-4058-ac93-e35b94db9c90","Directie Informatiediensten (BZ)","2011-2014"
"10648/6e0b7738-4a47-4b8d-8f53-95b32224a501","Centrale Directie Informatiseringsontwikkeling (BZ)","2001-2011"
"10648/6158d505-c750-43e6-ab35-bd9e3553660d","Directie Informatie en Communicatietechnologie (BZ)","1998-2001"
"10648/53ffa311-dd67-49bd-8635-c0bae9470ac6","Directie Informatiemanagement en Automatisering (EZ)","2004-2010"
"10648/295046f9-bf3c-41c6-838a-0002ea3e841f","Bureau van de Chief Information Officer (BZ)","2011-2014"
"10648/58f25ba5-4f14-4b69-983e-80652655c90e","Directie Veiligheid, Crisisbeheersing en Integriteit (BZ)","2009"
"10648/cdb7624d-42ed-49a1-b465-0f2ca2e5a472","Veiligheidsdienst Buitenlandse Zaken (BZ)","2000-2009"
"10648/8a5a3abb-d503-4378-b2b7-cac2fc206430","Adviescommissie Referentieprojecten (EZ)","1998-2010"
"10648/8025148c-f640-498c-b243-47269b1b481b","Adviescommissie voor de Oorsprong (EZ)","1980-2010"
"10648/f28af68a-b462-4df7-8fad-1698b62a7960","Centrale Dienst Beveiliging (BZ)","1991-2000"
"10648/018e117c-1a31-4396-b3ce-7938a88fdb03","Hoofdafdeling Beveiliging (BZ)","1975-1991"
"10648/c6a91c5b-b04c-4899-9126-4f2a0cb9930b","Directie Vertalingen (BZ)","1956"
"10648/90476c31-f054-425c-be1f-0a979bec12f3","Centrale Plancommissie (EZ)","1947"
"10648/af700ed5-a311-498b-8f97-14433c1ba5df","Commissie voor Ondernemerschap en onderwijs (OCW, EZ)","2000-2010"
"10648/ce245fc3-06a6-4ec8-a135-aa0ca35b784f","Directie Financieel Economische Zaken (BZ)","1975"
"10648/79fd8c92-c11f-45ea-8fa9-b3d28909140a","Directie Kabinet en Protocol (BZ)","1945"
"10648/e54528e2-bfc9-4c74-8dec-46b1d8ccb978","Directie Juridische Zaken (BZ)","1996"
"10648/14cdd165-43e4-4703-af37-85f1c430ad3d","Mijnraad (EZ)","1970"
"10648/7e567414-c0eb-4154-a40b-a036d9bfb02f","Directie Verdragen (BZ)","1956-1996"
"10648/7b765745-3edd-4fc1-be6f-c29d22b18514","Directie Huisvesting en Facilitaire Zaken (BZ)","2009-2014"
"10648/88ea9643-eee9-43ee-bf24-1e848267a270","Centrale Facilitaire Dienst (BZ)","2000-2009"
