Datum aanvraag,Consent nummer,Aantal,Goederen omschrijving,land van herkomst,land van bestemming (**),Ad-hoc J/N (***),VP/AN (****),Vervoermiddel,Plaats van uitgang
06/19/2012,29076499,61,1 kogelgeweer kal. .308 en 60 patronen,Canada,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
06/19/2012,29076510,1 en 2 kg,1 kogelgeweer kal. .300 en 2 kg patronen,Canada,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
06/19/2012,29077525,180,Patronen kal. .300,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
06/19/2012,29081522,2,1 kogelgeweer kal. .375 en 1 kogelgeweer kal. 7 mm,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
06/19/2012,29081530,163,"1 kogelgeweer kal. .375, 2 kogelgeweren kal. .300 en 160 patronen diverse kalibers",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
06/19/2012,29082871,1,Kogelgeweer kal. .338,Zuid-Afrika,VS,,,Vliegtuig,Schiphol
06/19/2012,29082898,16,"3 patronen kal. 26,5 mm, 3 patronen kal. 39 mm en 10 patronenkal. 26,5 mm",VK,Oman,,,Vliegtuig,Schiphol
06/20/2012,29079137,886000,"Patronen kal. 7,62x39 mm",Rusland,VS,,,Schip,Rotterdam
06/20/2012,29079250,1155000,"462000 patronen kal. 7,62x39 en 693000 patronen kal. .223",Rusland,VS,,,Schip,Rotterdam
06/20/2012,29079269,1407000,1197000 patronen kal. .223 en 210000 patronen kal. 9 mm,Rusland,VS,,,Schip,Rotterdam
06/21/2012,Melding,1,Militaire vliegtuigmotor ,VAE,VS,,,Vliegtuig,Schiphol
06/21/2012,29079854,7,"1 kogelgeweer kal. 7 mm, 1 kogelgeweer kal. .22-250 en 5 kg patronen diverse kal.",Tanzania,VS,,,Vliegtuig,Schiphol
06/21/2012,29081808,3080,"310 Kogelgeweren,div. kalibers, 925 magazijnen div.kalibers, 1845 lopen,div. kalibers",Portugal,VS,,,Schip,Rotterdam
06/21/2012,29082804,2,1 revolver kal. .50 en 1 revolver kal. .38,VS,Kenia,,,Vliegtuig,Schiphol
06/21/2012,29082812,163,"1 kogelgeweer kal. .270, 1 kogelgeweer kal. .375, 1 kogelgeweer kal. .300, 60 patronen kal. .270, 40 patronen kal. .375 en 60 patronen kal. 9 mm",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
06/21/2012,29082820,36,1 kogelgeweer kal. .505 en 35 patronen,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
06/21/2012,29082839,164,"1 kogelgeweer kal. .300 en 3 lopen div.kalibers, 80 patronen kal. .300 en 80 patronen kal. .375",Zuid-Afrika,VS,,,Vliegtuig,Schiphol
06/21/2012,29082847,1 en 5 kg,1 kogelgeweer kal. .577 en 5 kg. patronen,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
06/22/2012,Melding,1,Militaire helikoptercockpit,Tsjechië,VS,,,Vliegtuig,Schiphol
06/25/2012,Melding,4,Onderdelen van militaire vliegtuigen,VS,Israël,,,Vliegtuig,Schiphol
06/25/2012,Melding,1,Militair voertuig,Canada,Oekraïne,,,Vliegtuig,Schiphol
06/27/2012,Melding,4,Onderdelen van militaire helikopter,VS,Tunesië,,,Vliegtuig,Schiphol
06/27/2012,Melding,2,Onderdelen van militaire helikopter,VS,VAE,,,Vliegtuig,Schiphol
06/27/2012,Melding,1,Onderdeel van militaire helikopter,VS,Tunesië,,,Vliegtuig,Schiphol
06/27/2012,29077533,180,Patronen kal. .300,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
06/27/2012,29082030,16485000,Slaghoedjes,Rusland,VS,,,Schip,Rotterdam
06/27/2012,29082286,1850000,"Patronen kal. 7,62x51 mm",Brazilië,Ierland,,,Schip,Rotterdam
06/27/2012,29082508,1,Pistool FN303,België,Oman,,,Vliegtuig,Schiphol
06/27/2012,29088675,52023,"851 kogelgeweren kal. 5.56, 5 kogelgeweren kal. 7.62, 11 granaatwerpers, 15 machinegeweren 4.6 mm. 33 pistolen 9 mm, 25854 magazijnen div. kalibers, 1500 patronen kal.7.62, 2700 patronen kal. 5.56, 54 patronen 40x46, 21000 patronen kal.5.56x45 en onderdelen",Duitsland,VK,,,Schip,Rotterdam
06/27/2012,29088977,7,"1 kogelgeweer kal. .375, 1 kogelgeweer kal. .300 en 5 kg. patronen diverse kalibers",VS,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
06/27/2012,29089930,2117 kg,Wapenonderdelen,Tsjechië,Portugal,,,Schip,Rotterdam
06/27/2012,29090106,80,"40 patronen kal. .470, 20 patronen kal. .375 en 20 patronen kal. 300 ",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
06/27/2012,29090114,100,"20 patronen kal. .470, 40 patronen kal. .375 en 40 patronen kal. .300 ",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
06/27/2012,29090122,150,"1 kogelgeweer kal. .375, 1 kogelgeweer kal. .308, 40 patronen kal. .375 en 108 patronen kal. .308 ",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
06/27/2012,29090238,138,1 kogelgeweer kal. .300 en 137 patronen,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
06/27/2012,29090246,1,Kogelgeweer kal. .416,VS,Zambia v.v.,,,Vliegtuig,Schiphol
06/27/2012,29090866,2,1 kogelgeweer kal. .275 en 1 kogelgeweer kal. .375,Ierland,Zuid-Afrika ,,,Vliegtuig,Schiphol
06/28/2012,Melding,1,Militaire helikoptercabine,Polen,VS,,,Vliegtuig,Schiphol
06/28/2012,29092303,2,1 kogelgeweer kal. .30-06 en 1 kogelgeweer kal. .270 ,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
06/28/2012,29093180,3012,"12 Pistolen + toebehoren kal. 5,7x28 mm en 3000 patronen",België,VAE,,,Vliegtuig,Schiphol
06/28/2012,29093199,1, 24 karaat goud pistool kal. 9 mm ,Zwitserland,Kazachstan,,,Vliegtuig,Schiphol
06/28/2012,29089949,1,Kogelgeweer kal. .308 ,Noorwegen,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
06/28/2012,29090629,1,Kogelgeweer kal. .308 ,Noorwegen,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
06/28/2012,29090637,1,Kogelgeweer kal. .30-06 ,Noorwegen,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
06/28/2012,29092257,305,"2 pistolen kal. 9 mm, 3 revolvers kal. .357, 300 patronen kal. 9 mm ",Tsjechië,VS v.v.,,,Vliegtuig,Schiphol
06/28/2012,29092265,355,"3 pistolen kal. 9 mm, 2 revolvers kal. .38 en 350 patronen kal. 9 mm ",Tsjechië,VS v.v.,,,Vliegtuig,Schiphol
06/28/2012,29092273,304,"1 revolver kal. .357, 2 revolvers kal. .38, 1 pistool kal. 9 mm, 200 patronen kal. .38 en 100 patronen kal. 9 mm",Tsjechië,VS v.v.,,,Vliegtuig,Schiphol
06/28/2012,29092427,406,"1 revolver kal. .38, 3 revolvers kal. .357, 2 pistolen kal. 9 mm, 200 patronen kal. 9 mm en 200 patronen kal. 38",Tsjechië,VS v.v.,,,Vliegtuig,Schiphol
06/28/2012,29092443,103,"1 kogelgeweer kal.  7 mm, 1 kogelgeweer kal. .375, 1 kogelgeweer kal. .270 en 100 patronen diverse kalibers",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
06/29/2012,Melding,1,Militaire helikoptercabine,Polen,VS,,,Vliegtuig,Schiphol
06/29/2012,Melding,1,Radareenheid voor Goalkeepersysteem,Frankrijk,Qatar,,,Vliegtuig,Schiphol
07/02/2012,29061556,2 en 5 kg,"1 kogelgeweer kal. .416, 1 kogelgeweer kal. .375 en 5 kg. patronen (kal. .416 en .375)",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/02/2012,29090092,1 en 4 kg,1 kogelgeweer kal. .416 en 4 kg. patronen kal. .416,Italië,Zambia v.v.,,,Vliegtuig,Schiphol
07/02/2012,29091447,10266800,7846800 patronen div. kalibers en 2420000 slaghoedjes,VS,Zweden,,,Schip,Rotterdam
07/02/2012,29091536,5145,"445 kogelgeweren kal. 7,62 mm, 70 kogelgeweren kal. .223, 310 kogelgeweren kal. .308, 120 kogelgeweren kal. 5,45 mm, 370 kogelgeweren kal. 7,62 en 3830 magazijnen",Rusland,VS,,,Schip,Rotterdam
07/02/2012,29091560,850500,"830000 patronen kal. 7,62x39 mm en 20500 patronen kal. .308",Rusland,VS,,,Schip,Rotterdam
07/02/2012,29091668,924000,"Patronen kal. 7,62x39 mm",Rusland,VS,,,Schip,Rotterdam
07/02/2012,29091676,924000,"Patronen kal. 7,62x39 mm",Rusland,VS,,,Schip,Rotterdam
07/02/2012,29091765,943000,"528000 patronen kal. 7,62x39 mm, 50000 patronen kal. .308, 15000 patronen kal. .223, 350000 patronen kal. 9 mm",Rusland,VS,,,Schip,Rotterdam
07/02/2012,29091773,1259000,"567000 patronen kal. .223, 132000 patronen 7,62x39 mm en 560000 patronen kal. 9 mm ",Rusland,VS,,,Schip,Rotterdam
07/02/2012,29092397,2840640,"Patronen kal. 7,62x54",Tsjechië,VS,,,Schip,Rotterdam
07/03/2012,29031177,92,"1 kogelgeweer kal. .416, 1 kogelgeweer kal. .300, 50 patronen kal. .416 en 40 patronen kal. .300",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/03/2012,29055106,4,"1 loop kal. .375, 1 kogelgeweer kal. .375, 1 loop kal. .300 en 1 kogelgeweer kal. .300",Zuid-Afrika,VS,,,Vliegtuig,Schiphol
07/03/2012,29055114,180,60 patronen kal. 375 en 120 patronen kal. .300,Zuid-Afrika,VS,,,Vliegtuig,Schiphol
07/03/2012,29057613,52,"1 kogelgeweer kal. 9,3 mm, 1 loop kal. 9,3 mm en 50 patronen kal. 9,3x62 mm",Denemarken,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/03/2012,29060940,2 en 5 kg,"1 kogelgeweer kal. 6,5 mm, 1 loop kal. 6,5 mm en 5 kg. patronen kal. 6,5x55 mm",Noorwegen,VK v.v.,,,Vliegtuig,Schiphol
07/03/2012,29060959,2 en 5kg,"1 kogelgeweer kal. .30-06, 1 loop kal. .30-06 en 5 kg. patronen kal. .30-06",Noorwegen,VK v.v.,,,Vliegtuig,Schiphol
07/03/2012,29069638,122,"1 kogelgeweer kal. 7 mm, 1 kogelgeweer kal. .416, 60 patronen kal. 7 mm en 60 patronen kal. .416",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/03/2012,29069654,122,"1 kogelgeweer kal. 7 mm, 1 kogelgeweer kal. .375, 60 patronen kal. 7 mm en 60 patronen kal. .375",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/03/2012,29076464,2 en 5 kg,"1 kogelgeweer kal. .375, 1 kogelgeweer kal. .300 en 5 kg. patronen kal. .300 en .375",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/03/2012,29076502,2,1 kogelgeweer kal. .416 en 1 kogelgeweer kal. .300,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/03/2012,29076642,2 en 5 kg,"1 kogelgeweer kal. 7 mm, 1 kogelgeweer kal. .375 en 5 kg patronen kal. .375 en 7mm",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/03/2012,29077541,202,"1 kogelgeweer kal. .375, 1 kogelgeweer kal. .416, 100 patronen kal. .375 en 100 patronen kal. .416",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/03/2012,29079765,2 en 5 kg,"1 kogelgeweer kal. 6.5/06, 1 kogelgeweer kal. .22 en 5 kg. patronen kal..22 en 6.5/06",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/03/2012,29081190,5418,"Kogelgeweren en toebehoren kal. 7,62 mm",Slowakije,VS,,,Schip,Rotterdam
07/03/2012,29089957,122,"1 kogelgeweer kal. .375, 1 kogelgeweer kal. .300, 60 patronen kal. .375 en 60 patronen kal. .300",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/03/2012,29090041,2,1 kogelgeweer kal. .416 en 1 kogelgeweer kal. .300,Canada,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/03/2012,29090076,203,"1 kogelgeweer kal. .375, 1 kogelgeweer kal. .500, 1 kogelgeweer kal. .300, 60 patronen kal. .500, 60 patronen kal. .458, 40 patronen kal. .375 en 40 patronen kal. .300",Canada,Tanzania v.v.,,,Vliegtuig,Schiphol
07/03/2012,29091609,374,20 kogelgeweren kal. .22 en 354 onderdelen,VS,VK,,,Schip,Rotterdam
07/04/2012,29046042,2 en 5 kg,"1 kogelgeweer kal. .375, 1 kogelgeweer kal. 300, 5 kg. patronen kal. .375 en kal. .300",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/04/2012,29047960,1,Kogelgeweer kal. .300,Duitsland,VK v.v.,,,Vliegtuig,Schiphol
07/04/2012,29057516,2,1 kogelgeweer kal. .300 en 1 kogelgeweer kal. 7 mm,Spanje,Zambia v.v.,,,Vliegtuig,Schiphol
07/04/2012,29057524,2 en 5 kg,"1 kogelgeweer kal. .416, 1 kogelgeweer kal. 300 en 5 kg. patronen kal. .416 en .300",Spanje,Zambia v.v.,,,Vliegtuig,Schiphol
07/04/2012,29057540,2 en 5 kg,"1 kogelgeweer kal. .416, 1 kogelgeweer kal. 300 en 5 kg. patronen kal. .416 en .300",Spanje,Zambia v.v.,,,Vliegtuig,Schiphol
07/04/2012,29077584,92,"1 kogelgeweer kal. .458, 1 kogelgeweer kal. 300, 50 patronen kal. 458 en 40 patronen kal. .300",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/04/2012,29092249,41,1 kogelgeweer kal. .308 en 40 patronen kal. .308,Denemarken,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/04/2012,29092419,41,1 kogelgeweer kal. .30-06 en 40 patronen,Denemarken,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/04/2012,29097445,80,Patronen kal. .300,VS,Zuid-Afrika,,,Vliegtuig,Schiphol
07/04/2012,29097488,72,2 kogelgeweren kal. .300 en 70 patronen,VS,Zuid-Afrika,,,Vliegtuig,Schiphol
07/05/2012,29060932,1,Kogelgeweer kal. .375,Canada,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/05/2012,29062218,61,1 kogelgeweer kal. .300 en 60 patronen,Canada,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/05/2012,29092575,321802,"2 kogelgeweren kal. 9,3, 5000 patronen kal. 410, 250000 patronen kal. 9 mm, 1500 patronen kal. 44, 5000 patronen kal. 380, 2000 patronen kal. 45, 3100 patronen kal. 243, 1800 patronen kal. .270, 2400 patronen  kal. 308, 38200 patronen kal. 30-06, 2000 patronen kal. 7 mm en 10800 patronen kal. .300",België,Portugal,,,Schip,Rotterdam
07/05/2012,29094756,1,Geschut kal. 27 mm,VK,Duitsland,,,Schip,Rotterdam
07/05/2012,29096392,81,1 kogelgeweer kal. .375 en 80 patronen,VS,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/05/2012,29096546,61,1 kogelgeweer kal. .375 en 60 patronen,VS,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/05/2012,29096554,1,1 kogelgeweer kal. .30-06,Noorwegen,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/05/2012,29096562,61,1 kogelgeweer kal. .375 en 60 patronen,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/06/2012,29079897,103,"1 kogelgeweer kal. .300, 1 kogelgeweer kal. .416, 1 kogelgeweer kal. 500 en 100 patronen kal. .300, .416 en .500",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/06/2012,29098719,51,1 kogelgeweer kal. .375 en 50 patronen,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/06/2012,29098808,3 en 5 kg,"kogelgeweer kal. .375, 1 kogelgeweer kal. 7 mm, 1 kogelgeweer kal. .22 en 5 kg. patronen kal. .375, .22 en 7 mm",Canada,Tanzania v.v.,,,Vliegtuig,Schiphol
07/06/2012,29098816,102,"1 kogelgeweer kal. .458, 1 kogelgeweer kal. .375, 40 patronen kal. .458 en 60 patronen kal. .375",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/06/2012,29098824,81,1 kogelgeweer kal. .300 en 80 patronen  ,VS,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/09/2012,29098697,2,"1 kogelgeweer kal. .500 en 1 kogelgeweer kal. 6,5x55 mm",Noorwegen,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/09/2012,29098700,51,1 kogelgeweer kal. .375 en 50 patronen,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/09/2012,29098751,82,"1 kogelgeweer kal. .375, 1 kogelgeweer kal. .416, 40 patronen kal. .375 en 40 patronen kal. .416",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/09/2012,29098786,2 en 5 kg,"1 kogelgeweer kal. .340, 1 kogelgeweer kal. .416 en 5 kg. patronen kal. .340 en .416",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/09/2012,29098794,41,1 Kogelgeweer kal. .416 en 40 patronen,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/10/2012,29099650,61,1 Kogelgeweer kal. .375 en 60 patronen kal. .375,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/10/2012,29099669,82,"1 kogelgeweer kal. .300, 1 kogelgeweer kal. .416, 40 patronen kal. .300 en 40 patronen kal. .416",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/10/2012,29099677,41,1 kogelgeweer kal. .375 en 40 patronen,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/10/2012,29101124,2,1 kogelgeweer kal. .300 en 1 kogelgeweer kal. .416,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/11/2012,29005885,2,1 kogelgeweer kal. .7 mm en 1 kogelgeweer kal. .416,Frankrijk,VS,,,Vliegtuig,Schiphol
07/11/2012,29035865,2,1 kogelgeweer kal. .300 en 1 kogelgeweer kal. .416,Oostenrijk,Tanzania v.v.,,,Vliegtuig,Schiphol
07/11/2012,29047952,2,1 Kogelgeweer kal. .300 en 1 kogelgeweer kal. .416,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/11/2012,29061777,61,1 Kogelgeweer kal. .300 en 60 patronen kal. .300,Canada,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/11/2012,29076758,84,"1 kogelgeweer kal. .416, 1 kogelgeweer kal. 7 mm, 20 patronen kal 7mm, 1 kogelgeweer kal. .375, 40 patronen kal. .375, 1 kogelgeweer kal. .300 en 20 patronen kal. .300",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/11/2012,29076766,2,"1 kogelgeweer kal. 12/76 en 1 kogelgeweer kal. 9,3 mm",Oostenrijk,Tanzania v.v.,,,Vliegtuig,Schiphol
07/11/2012,29088918,1 en 5 kg,1 kogelgeweer kal. .375 en 5 kg. Patronen,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/11/2012,29098778,5,5 kg. patronen diverse kalibers <.50,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/11/2012,29102384,2,1 kogelgeweer kal. .416 en 1 kogelgeweer kal. 300,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/11/2012,29102406,1 en 5 kg,1 kogelgeweer  kal. .375 en 5 kg. patronen,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/11/2012,29102414,1 en 5 kg,1 kogelgeweer kal. .35 en 5 kg. patronen ,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/11/2012,29102589,2,1 kogelgeweer kal. .416 en 1 kogelgeweer kal. .300,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/12/2012,29061432,1,Kogelgeweer kal. .300,Hongarije,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/12/2012,29076529,82,"1 kogelgeweer kal. .300, 40 patronen kal. .300, 1 kogelgeweer kal. .375 en 40 patronen kal. .375",Zuid-Afrika,VS,,,Vliegtuig,Schiphol
07/12/2012,29076537,51,1 revolver kal. .44 en 50 patronen,Noorwegen,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/12/2012,29076650,51,1 revolver kal. .44 en 50 patronen,Noorwegen,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/12/2012,29095450,255674,"674 kogelgeweren kal. .17-,458, 155000 patronen kal. .17-.458 en 100000 patronen kal. .17-.22",VS,Frankrijk,,,Schip,Rotterdam
07/12/2012,29095574,180,"Patronen kal. .7,62x63 mm",VS,Zweden,,,Vliegtuig,Schiphol
07/12/2012,29098670,2,1 kogelgeweer kal. .375 en 1 kogelgeweer kal. .300,VS,Zambia v.v.,,,Vliegtuig,Schiphol
07/12/2012,29098689,102,"1 kogelgeweer kal. .470 en 40 patronen kal. .470, 1 kogelgeweer kal. .375 en 60 patronen kal..375",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/12/2012,29101116,143,"1 kogelgeweer kal. .308 en 80 patronen kal. .308, 1 kogelgeweer kal. .300 en 40 patronen kal. .300, 1 kogelgeweer kal. .416 en 20 patronen kal. .416",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/12/2012,29103062,1 en 5 kg,1 kogelgeweer kal. .375 en 5 kg. patronen,VS,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/13/2012,29097461,13 en 9 kg,"1 kogelgeweer kal. .300, 12 kogelgeweren kal. .416, 4 kg patronen kal. .300 en 5 kg. patronen kal. .416",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/13/2012,29102821,3 en 5 kg,"1 kogelgeweer kal. .500, 1 kogelgeweer kal. .375, 1 kogelgeweer kal. 7 mm en 5 kg. patronen kal. .500, kal..375 en 7 mm",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/13/2012,29102848,61,1 kogelgeweer kal. .375 en 60 patronen,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/13/2012,29102937,103,"1 kogelgeweer kal. .300, 40 patronen kal. .300, 1 kogelgeweer kal. .416 en 20 patronen kal. .416, 1 kogelgeweer kal. .470 en 40 patronen kal. .470                                                                     ",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/13/2012,29103054,1,Kogelgeweer kal. .375,Canada,Zuid-Afrika,,,Vliegtuig,Schiphol
07/13/2012,29103070,82,"1 kogelgeweer kal. .470 en 40 patronen kal. .470, 1 kogelgeweer kal. .416 en 40 patronen kal..416",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/16/2012,29105189,4 en 14 kg,"2 kogelgeweren kal. .300, 9 kg. patronen kal. .300, 2 kogelgeweren kal. .416 en 5 kg. patronen kal. .416",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/17/2012,29043426,61,1 kogelgeweer kal. .300 en 60 patronen,Denemarken,VS v.v.,,,Vliegtuig,Schiphol
07/17/2012,29094292,34634,"5672 machinegeweren kal. 7,62, 5600 machinegeweren kal. 7,62x39 mm, 152 pistolen kal. 7,65, 120 seinpistolen kal. 26 mm en 23090 magazijnen",Kroatië,VS,,,Schip,Rotterdam
07/17/2012,29098654,102,"1 kogelgeweer kal. .470 en 40 patronen kal. .470, 1 kogelgeweer kal. .338 en 60 patronen kal. .338",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/17/2012,29098662,112,"1 kogelgeweer kal. .375 en 60 patronen kal. .375, 1 kogelgeweer kal. .25-06 en 50 patronen kal. .25-06",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/17/2012,29100845,8000,Patronen kal. 30x173 mm,Zwitserland,Ierland,,,Schip,Rotterdam
07/17/2012,29105049,1 en 5 kg,1 kogelgeweer kal. .308 en 5 kg. patronen,Zweden,Zambia v.v.,,,Vliegtuig,Schiphol
07/17/2012,Melding,1,Romp van een militair vliegtuig,VK,Griekenland,,,Truck,Rotterdam
07/18/2012,29105014,108211,30051 hulzen kal. 120 mm en 78160 patronen kal. 120 mm  ,Frankrijk,VS,,,Schip,Rotterdam
07/19/2012,29069573,62,"1 kogelgeweer kal. .375, 1 loop kal. .300 en 60 patronen kal. .300 en .375 ",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/19/2012,29090645,61,1 kogelgeweer kal. 7 mm en 60 patronen,Noorwegen,Namibië v.v.,,,Vliegtuig,Schiphol
07/19/2012,29098565,82,"1 kogelgeweer kal. 7mm en 40 patronen kal. 7mm, 1 kogelgeweer kal. .338 en 40 patronen kal. .338",VS,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/19/2012,29098581,61,"1 kogelgeweer kal. 6,5 mm en 60 patronen kal. 6,5x55 mm",Noorwegen,Namibië v.v.,,,Vliegtuig,Schiphol
07/19/2012,29098603,1 en 3 kg,1 kogelgeweer kal. .300 en 3 kg. patronen kal. .300,VS,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/19/2012,29098638,1 en 3 kg,1 kogelgeweer kal. .375 en 3 kg. patronen kal. .375,VS,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/19/2012,29099634,61,"1 kogelgeweer kal. 6,5 mm en 60 patronen kal. 6,5x55 mm",Noorwegen,Namibië v.v.,,,Vliegtuig,Schiphol
07/19/2012,29099642,90,"1 kogelgeweer kal. .416 en 44 patronen kal. .416, 1 kogelgeweer kal. .338 en 44 patronen kal. .338",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/19/2012,29102953,122,"1 kogelgeweer kal. .375 en 90 patronen kal. 375, 1 kogelgeweer kal. .338 en 30 patronen kal. .338",VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/19/2012,29102996,2,1 kogelgeweer kal. .416 en 1 kogelgeweer kal. .300,Duitsland,Tanzania v.v.,,,Vliegtuig,Schiphol
07/19/2012,29107327,4 en 5 kg,"3 kogelgeweren kal..22, 1 kogelgeweer kal. .177 en 5 kg patronen kal. .22 en .177",Tsjechië,VK v.v.,,,Vliegtuig,Schiphol
07/20/2012,29106843,21,1 kogelgeweer kal. .270 en 20 patronen,VS,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/20/2012,29107068,62,2 kogelgeweren kal. .45-70 en .30-06 en 60 patronen,VS,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/20/2012,29106959,21,1 kogelgeweer kal. .270 en 20 patronen,VS,Zuid-Afrika v.v.,,,Vliegtuig,Schiphol
07/20/2012,29108056,2,1 kogelgeweren kal. .416 en 1 kogelgeweer .300,Spanje,Zambia v.v.,,,Vliegtuig,Schiphol
07/20/2012,29098573,82,2 kogelgeweren kal. .264 en .338 en 80 patronen,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/20/2012,29107203,182,2 kogelgeweren kal. .375 en .308 en 180 patronen,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/20/2012,29107319,102,2 kogelgeweren kal. .375 en .600 en 100 patronen,VS,Tanzania v.v.,,,Vliegtuig,Schiphol
07/20/2012,29107130,82,2 kogelgeweren kal. .416 en .30-06 en 80 patronen,Spanje,Tanzania v.v.,,,Vliegtuig,Schiphol
07/20/2012,29106932,82,2 kogelgeweren kal. .375 en .243 en 80 patronen,Spanje,Tanzania v.v.,,,Vliegtuig,Schiphol
07/26/2012,29110271,1,Kogelgeweer kal. .30-06,Canada,Duitsland,,,Vliegtuig,Schiphol
07/30/2012,29107017,1,Kogelgeweer kal. .30-06,Zuid-Afrika,VS,,,Vliegtuig,Schiphol
07/31/2012,29113777,1,Kogelgeweer kal. .30-30,Frankrijk,Canada v.v.,,,Vliegtuig,Schiphol
07/31/2012,29114609,1,Pistool kal. .45,VS,Noorwegen,,,Vliegtuig,Schiphol
