Datum afgifte,nummer,SG-Post,Omschrijving goederen,Opgegeven eindgebruik,D/T,Land van eindbestemming,Land van herkomst,Waarde(€),Datum verval
01/13/2011,28748027,3A231     ,Neutronengeneratorsystemen,Tbv de olie- en gasindustrie,T,Diverse landen                          ,Verenigde Staten van Amerika,"381,330",01/31/2012
01/14/2011,28719574,2B351a    ,Controle-apparatuur voor giftige gassen,Verrichten van metingen aan giftige gassen,T,Oman,Canada,"1,945",01/31/2012
01/14/2011,28735391,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,T,Zuid-Korea,EU,"20,185",01/31/2012
01/14/2011,28735421,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,T,Zuid-Korea,EU,"41,646",01/31/2012
01/14/2011,28735448,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,T,Zuid-Korea,EU,"14,680",01/31/2012
01/14/2011,28737580,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik,T,Zuid-Korea,EU,"5,505",01/31/2012
01/17/2011,28737599,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen tbv politie,D,Maleisië via Singapore ,EU,"55,800",01/31/2012
01/18/2011,28717970,5A002a1   ,Apparatuur voor informatiebeveiliging,Informatiebeveiliging                                                           ,D,Diverse landen                          ,Onbekend,"500,000",01/31/2014
01/18/2011,28718098,5A002a1   ,Apparatuur voor informatiebeveiliging,Informatiebeveiliging                                                           ,D,Diverse landen                          ,Onbekend,"500,000",01/31/2014
01/18/2011,28718101,5A002a1   ,Apparatuur voor informatiebeveiliging,Informatiebeveiliging                                                           ,D,Diverse landen                          ,Onbekend,"500,000",01/31/2014
01/18/2011,28718128,5A002a1   ,Apparatuur voor informatiebeveiliging,Informatiebeveiliging                                                           ,D,Diverse landen                          ,Onbekend,"500,000",01/31/2014
01/18/2011,28739990,2B352b    ,Fermentoren,Vervaardiging van farmaceutische producten,D,Zuid-Korea,Onbekend,"200,000",01/31/2012
01/18/2011,28756356,3B001f1   ,Delen van lasermodules voor wafersteppers,Vervaardiging van microchips                                                    ,D,Diverse landen                          ,Onbekend,"19,066,500",01/31/2014
01/19/2011,28757298,1C350-47   ,Fosforpentasulfide,Vervaardiging van additieven voor motorolie,D,Wit-Rusland (Belarus),Duitsland ,"1,143,990",01/31/2012
01/19/2011,28759037,2B350g    ,Kleppen,Bierbrouwen                                                          ,D,Zuid-Afrika,Nederland                          ,"2,789",12/31/2011
01/20/2011,28738269,1C350-07    ,Fosfortrichloride,Vervaardiging van brandvertragers,D,Taiwan,Duitsland ,"190,360",01/31/2012
01/21/2011,28746601,1C350-07    ,Fosfortrichloride,Vervaardiging van organische chloriden                                          ,D,Mexico,Duitsland ,"766,017",01/31/2012
01/21/2011,28750781,1C350-38   ,Fosforpentachloride,Vervaardiging van farmaceutische producten,D,Zuid-Afrika,Duitsland ,"112,725",01/31/2012
01/21/2011,28751028,1C350-02    ,Fosforoxychloride,Tbv metaalgieterijen,D,Brazilië,Duitsland ,"23,400",01/31/2012
01/21/2011,28751117,1C350-02    ,Fosforoxychloride,Vervaardiging van farmaceutische producten,D,Zuid-Afrika,Duitsland ,"75,690",01/31/2012
01/21/2011,28752989,1C350-02    ,Fosforoxychloride,Vervaardiging van pesticiden,D,Zuid-Afrika,Duitsland ,"232,815",01/31/2012
01/21/2011,28755341,6A003b4   ,Camera's,Inspectie van elektrische installaties,T,Saoedi-Arabië                        ,Verenigde Staten van Amerika,"9,533",01/31/2012
01/25/2011,28750900,1C350-02    ,Fosforoxychloride,Vervaardiging van farmaceutische producten,D,Mexico,Duitsland ,"195,241",01/31/2012
01/25/2011,28755902,1A001,Afdichtingen,Burgerluchtvaart,D,Diverse landen                          ,Onbekend,"60,000",01/31/2012
01/25/2011,28757336,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,tbv industrieel gebruik,T,Taiwan,Nederland                          ,"29,018",01/31/2012
01/25/2011,28757344,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen,T,Duitsland via Israël                            ,Nederland                          ,"8,385",01/31/2012
01/25/2011,28757352,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen,T,VS via Israël,Nederland                          ,"2,500",01/31/2012
01/25/2011,28761392,1C350-07    ,Fosfortrichloride,Vervaardiging van brandvertragers,D,Taiwan,Duitsland ,"1,903,599",01/31/2012
01/26/2011,28731868,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen tbv civiel gebruik,T,Duitsland via Israël                            ,EU,"2,693",01/31/2012
01/26/2011,28736142,1C350-46   ,Triethanolamine,Vervaardiging van chemicaliën,D,Jordanië ,Verenigde Staten van Amerika,"17,578",01/31/2012
01/26/2011,28743742,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik (landmacht),D,Zuid-Korea,EU,"25,276,000",01/31/2012
01/26/2011,28743858,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen tbv militair gebruik                                         ,D,Zuid-Korea,EU,"5,874,000",01/31/2012
01/26/2011,28747047,6A003b4   ,Camera's,Surveillance en beveiligingsdoeleinden (maritiem civiel),D,Bahrein                              ,Zweden,"165,463",01/31/2012
01/26/2011,28749694,5A002a1   ,Apparatuur voor informatiebeveiliging,Informatiebeveiliging                                                           ,T,Verenigde Arabische Emiraten,Verenigde Staten van Amerika,"23,066",01/31/2012
01/26/2011,28761953,5A002,Apparatuur en software voor informatiebeveiliging,Informatiebeveiliging                                                           ,D,Libië,Onbekend,"76,595",01/31/2012
01/26/2011,28763840,1C350-46   ,Triethanolamine,Vervaardiging van chemicaliën,D,Jordanië ,Verenigde Staten van Amerika,"17,578",01/31/2012
01/27/2011,28734344,5A002,Apparatuur en software voor informatiebeveiliging,Informatiebeveiliging                                                           ,D,Diverse landen                          ,Verenigde Staten van Amerika,"3,000,000",01/31/2014
01/27/2011,28743955,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen tbv militair gebruik                                         ,D,Singapore ,Nederland                          ,"10,968",01/31/2012
01/27/2011,28745729,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Reparatie en onderhoud,D,Zuid-Afrika,Nederland                          ,"20,840",01/31/2012
01/28/2011,28737483,6A003b4   ,Camera's,Tbv medische doeleinden                                                       ,D,Israël              ,Zweden,"12,622",01/31/2012
01/28/2011,28751885,1C350-47   ,Fosforpentasulfide,Tbv de mijnbouw,D,Zuid-Afrika,Duitsland ,"475,900",01/31/2012
02/01/2011,28737602,6A003b4   ,Camera's,Onderzoek en ontwikkeling,D,Wit-Rusland (Belarus),Zweden,"9,499",02/29/2012
02/01/2011,28760051,0B001b,Frequentieomzetters,Uraniumverrijking,D,Verenigde Staten van Amerika,Onbekend,"12,006,546",02/29/2012
02/02/2011,28741995,2B350g    ,Kleppen,Bierbrouwen                                                          ,D,Zuid-Afrika,Nederland                          ,347,02/29/2012
02/02/2011,28742118,2B350g    ,Kleppen,Bierbrouwen                                                          ,D,Zuid-Afrika,Nederland                          ,132,02/29/2012
02/02/2011,28742126,2B350g    ,Kleppen,Bierbrouwen                                                          ,D,Zuid-Afrika,Nederland                          ,236,02/29/2012
02/02/2011,28742134,2B350g    ,Kleppen,Bierbrouwen                                                          ,D,Zuid-Afrika,Nederland                          ,58,02/29/2012
02/02/2011,28742215,2B350g    ,Kleppen,Tbv de olie- en gasindustrie,D,Rusland,Frankrijk,"6,138",02/29/2012
02/02/2011,28750897,2B350g    ,Kleppen,Tbv elektriciteitscentrales     ,D,Kazachstan                    ,Zwitserland,996,02/29/2012
02/02/2011,28751001,2B350g    ,Kleppen,Vervaardiging van yellow cake,D,Kazachstan                    ,Zwitserland,"5,954",02/28/2012
02/02/2011,28753470,0B002f    ,Vacuümpompen,Uraniumverrijking,D,Duitsland,Onbekend,"54,513",02/29/2012
02/02/2011,28761287,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Tbv militair gebruik (landmacht),T,Turkjje,Nederland                          ,"3,800",02/28/2012
02/02/2011,28761406,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen tbv militair gebruik                                         ,T,Turkjje,Nederland                          ,"32,146",02/28/2012
02/03/2011,28746490,2B350g    ,Kleppen,Tbv waterdistributie,D,Taiwan,Nederland                          ,"3,401",02/28/2012
02/03/2011,28757239,2B201a    ,Ultraprecisie CNC gestuurde draaibank,Tbv de auto-industrie,D,China,Nederland                          ,"287,208",02/29/2012
02/03/2011,28759126,2B350i    ,Pompen (onderdelen voor),Verpompen van (organische) zuren,D,Brazilië,Duitsland ,"6,982",02/29/2012
02/03/2011,28759371,9A004     ,Satellieten inclusief lanceeradapters,Weersatellieten                                                      ,T,China,Nederland                          ,"230,000",02/28/2012
02/04/2011,28725957,1C350-43   ,Natriumfluoride,Onderzoek,D,Servië  ,Spanje,67,02/29/2012
02/04/2011,28765525,1C101     ,Anti-reflectieverf,Beperken van de zichtbaarheid                                                   ,D,Verenigde Staten van Amerika,Nederland                          ,556,02/29/2012
02/07/2011,28744447,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Surveillance en beveiligingsdoeleinden,D,Rusland,Nederland                          ,"300,000",02/29/2012
02/07/2011,28752059,3A231     ,Neutronengeneratorsystemen,Tbv de olie- en gasindustrie,T,Noorwegen,Verenigde Staten van Amerika,"340,500",02/29/2012
02/09/2011,28753209,7A003a    ,Traagheidsnavigatiesystemen,Opmeten van objecten op en langs langgerekte tracé's,T,Diverse landen                          ,Verenigde Staten van Amerika,"25,914",02/29/2012
02/09/2011,28760388,1C350-07    ,Fosfortrichloride,Vervaardiging van fosfieten en anti-oxidanten,D,Taiwan,Duitsland ,"999,554",02/28/2012
02/09/2011,28765045,6A003b4   ,Camera's,Demonstratie,T,Zuid-Afrika,Verenigde Staten van Amerika,"3,609",02/29/2012
02/09/2011,28765509,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Tbv de jacht,T,Kroatië            ,Nederland                          ,"2,100",02/28/2012
02/10/2011,28755201,1C202     ,Aluminium,Tbv matrijzen,D,Colombia                      ,Onbekend,"150,000",02/29/2012
02/10/2011,28755252,1C002b    ,Aluminium ,Tbv matrijzen,D,Colombia                      ,Onbekend,"37,500",02/29/2012
02/10/2011,28755368,1C002b    ,Aluminium ,Tbv matrijzen,D,Colombia                      ,Onbekend,"252,000",02/29/2012
02/10/2011,28757131,2B350g,Kleppen,Bierbrouwen                                                          ,D,Zuid-Afrika,Nederland                          ,241,02/28/2012
02/10/2011,28759398,2B350g    ,Kleppen,Tbv de olie- en gasindustrie,D,Rusland,Frankrijk,"11,296",02/29/2012
02/10/2011,28759436,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Surveillance en beveiligingsdoeleinden (civiel),D,China,Nederland                          ,"55,000",02/29/2012
02/10/2011,28763735,1C226     ,Kleppen (Wolfraamgehalte > 90%),Tbv de olie-industrie,D,Oman,Nederland                          ,"3,283,153",02/28/2012
02/10/2011,28763743,1C226     ,Kleppen (Wolfraamgehalte > 90%),Tbv de olie-industrie,D,Oman,Nederland                          ,"2,086,266",02/28/2012
02/10/2011,28765622,2B350i    ,Pompen (onderdelen voor),Reparatie en onderhoud,D,Venezuela via VS,Nederland                          ,"7,831",02/29/2012
02/10/2011,28765630,2B350i    ,Pompen (onderdelen voor),Reparatie en onderhoud,D,Venezuela via VS,Onbekend,"7,705",02/29/2012
02/10/2011,28768885,6A003b4   ,Camera's,Demonstratie,T,Verenigde Arabische Emiraten,Verenigde Staten van Amerika,"40,149",02/29/2012
02/11/2011,28752202,1A007     ,Ontstekingsmechanismen ,Tbv de olie- en gasindustrie,D,Frankrijk,Verenigde Staten van Amerika,"3,000",02/29/2012
02/11/2011,28766726,3A231     ,Neutronengeneratorsystemen,Tbv de olie- en gasindustrie,T,Frankrijk,Verenigde Staten van Amerika,"137,426",02/29/2012
02/11/2011,28768222,0D001     ,Programmatuur,Aansturing van een verrijkingsinstallatie,D,Verenigde Staten van Amerika,Onbekend,"50,000",02/29/2012
02/14/2011,28762186,2B350d,Warmtewisselaars,Tbv de olie- en gasindustrie,D,Diverse landen                          ,Zweden,"4,091",02/28/2012
02/14/2011,28763727,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Surveillance en beveiligingsdoeleinden,D,Maleisië via Thailand,Nederland                          ,"145,800",02/28/2012
02/15/2011,28753330,0B002,UF6 monstername systeem,Uraniumverrijking,D,Duitsland,Nederland                          ,"206,000",02/29/2012
02/15/2011,28765428,5A002,Apparatuur en software voor informatiebeveiliging,Informatiebeveiliging                                                           ,D,Diverse landen                          ,Verenigde Staten van Amerika,"3,000,000",02/28/2014
02/16/2011,28756879,2B201a2   ,Ultraprecisie CNC gestuurde draaibank,Tbv de auto-industrie,D,Mexico,Duitsland ,"319,200",02/28/2012
02/16/2011,28770723,9A012     ,Onbemande luchtvaartuigen,Surveillance en beveiligingsdoeleinden,D,Rusland,Nederland                          ,"200,000",02/28/2012
02/16/2011,28771665,1C450b8   ,Methyldiethanolamine,Vervaardiging van harsen,D,Turkjje,België,"2,355",02/28/2012
02/17/2011,28744706,5A002a1   ,Apparatuur voor informatiebeveiliging,Informatiebeveiliging                                                           ,T,Libanon                    ,Onbekend,"55,500",02/29/2012
02/18/2011,28763980,6A008h2   ,Draagbare rondzoekradar,Demonstratie,T,Algerije,Nederland                          ,"250,000",02/29/2012
02/18/2011,28765053,2B350g    ,Kleppen,Vervaardiging van verpakkingsmiddelen,D,Thailand,Zwitserland,"50,052",02/28/2011
02/21/2011,28752180,6A003b4   ,Camera's,Demonstratie,T,Turkjje,EU,"37,600",02/29/2012
02/21/2011,28759444,2B350g    ,Kleppen,Tbv de petrochemische industrie                                                ,D,China,Nederland                          ,"453,142",02/29/2012
02/21/2011,28766068,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen tbv de kustwacht,T,Zuid-Korea,Nederland                          ,"9,175",02/29/2012
02/21/2011,28770774,1C350-07    ,Fosfortrichloride,Vervaardiging van anti-oxidanten en thermische stabilisatoren,D,Taiwan,Duitsland ,"1,864,234",02/29/2012
02/21/2011,28770820,2B350g    ,Kleppen,Bierbrouwen                                                          ,D,Zuid-Afrika,Nederland                          ,472,02/29/2012
02/21/2011,28770855,1C350-02    ,Fosforoxychloride,Vervaardiging van harsen,D,Brazilië,Duitsland ,"54,600",02/29/2012
02/21/2011,28773528,6A003b4   ,Camera's,Demonstratie,T,Zuid-Afrika,Estland,"5,396",02/29/2012
02/21/2011,28775075,6A003b4   ,Camera's,Demonstratie,D,China,Japan,"13,988",02/29/2012
02/23/2011,28767447,2B001b    ,CNC freesmachine,Vervaardiging van medische toestellen en apparaten,D,Rusland,Duitsland ,"303,917",02/29/2012
02/23/2011,28770863,1C350-07    ,Fosfortrichloride,Vervaardiging van organische fosfieten                        ,D,Saoedi-Arabië                        ,Duitsland ,"280,000",02/29/2012
02/25/2011,28773501,6A003b4   ,Camera's,Surveillance en beveiligingsdoeleinden (grensbewaking),D,Turkjje,Zweden,"4,431",02/29/2012
02/28/2011,28765061,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Onderzoek en ontwikkeling,D,Zuid-Korea,EU,"3,500",02/29/2012
02/28/2011,28770561,1C101     ,Anti-reflectieverf,Beperken van de zichtbaarheid                                                     ,D,Zwitserland,Nederland                          ,575,02/28/2012
03/01/2011,28744617,1C350-47   ,Fosforpentasulfide,Vervaardiging van additieven voor motorolie,D,India,Duitsland ,"770,026",03/31/2012
03/01/2011,28758553,6A002a2a  ,(Tweede generatie) beeldversterkerbuizen,Nachtzichtsystemen tbv politie,D,Chili via België                            ,EU,"51,340",03/31/2012
